stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
12,12,EN 11 - 1 - Baixa da Banheira - Cruzamento,,38.66110560239877,-9.05023455619812,,,0,,,,
13,13,R. Ville Plaisir - R. da Amizade,,38.65768743486564,-9.049327969551086,,,0,,,,
14,14,R. da Amizade - Rotunda da Amizade,,38.65578558965167,-9.048324823379517,,,0,,,,
15,15,R. da Amizade - ESTBarreiro/IPS,,38.65244676567662,-9.04726266860962,,,0,,,,
16,16,R. da Amizade - Alto da Serra,,38.64940386758862,-9.046688675880432,,,0,,,,
17,17,R. Carlos dos Santos Costa - Fontaínhas,,38.64829920174864,-9.047466516494751,,,0,,,,
18,18,R. Capitães de Abril - Bairro Novo da Telha,,38.642869300622145,-9.050642251968384,,,0,,,,
19,19,R. Capitães de Abril - Rotunda da União,,38.64240422051653,-9.05375361442566,,,0,,,,
20,20,Av. Esc. dos Fuzileiros Navais - Urb. 7 Portais,,38.64188047804558,-9.05824363231659,,,0,,,,
21,21,Av. Esc. dos Fuzileiros Navais - Esc.Sec.StºAndré,,38.644901371984425,-9.06045377254486,,,0,,,,
22,22,Av. Esc. dos Fuzileiros Navais - Parque da Cidade,,38.64835366626508,-9.062513709068298,,,0,,,,
351,351,Av. da Liberdade - Rotunda do Fuzileiro,,38.651705249146524,-9.065818190574644,,,0,,,,
